,age_true,race_true,race_pred,gender_true,gender_pred
2225,32,0,0,0,0
2226,36,2,0,1,1
2227,34,1,1,0,0
2228,22,2,2,1,1
2229,30,3,0,1,1
2230,28,3,1,1,1
2231,3,2,2,0,0
2232,60,0,0,1,1
2233,31,1,1,1,1
2234,48,3,3,1,1
2235,28,2,2,1,1
2236,52,0,0,0,0
2237,24,2,2,1,1
2238,48,1,0,0,0
2239,24,0,2,0,0
2240,64,0,0,1,1
2241,26,2,2,1,1
2242,20,3,3,1,1
2243,15,0,0,1,1
2244,28,1,1,0,0
2245,53,0,0,1,1
2246,61,1,1,0,0
2247,1,2,2,1,1
2248,42,0,0,0,0
2249,18,0,0,1,1
2250,46,0,0,0,0
2251,3,2,2,1,0
2252,27,4,0,1,1
2253,1,4,1,0,0
2254,28,1,1,0,0
2255,59,0,0,1,1
2256,27,2,2,1,1
2257,28,4,0,0,0
2258,2,2,2,1,1
2259,29,1,1,0,0
2260,58,1,1,0,0
2261,35,1,1,0,0
2262,30,0,0,0,0
2263,18,0,0,0,0
2264,29,3,3,1,1
2265,53,3,0,0,0
2266,54,0,0,0,0
2267,38,1,2,1,1
2268,26,1,1,0,0
2269,34,3,3,0,0
2270,35,1,1,0,0
2271,28,1,1,1,1
2272,35,3,3,1,1
2273,26,1,1,0,0
2274,25,3,3,1,1
2275,42,0,0,1,1
2276,34,0,4,1,1
2277,61,0,0,0,0
2278,22,3,3,1,1
2279,16,0,3,1,1
2280,60,0,0,1,1
2281,26,1,0,1,1
2282,61,3,3,0,0
2283,45,0,0,0,0
2284,67,0,0,1,1
2285,76,0,0,0,1
2286,25,2,2,1,1
2287,70,0,0,0,0
2288,2,2,2,0,0
2289,54,0,0,0,0
2290,40,1,1,1,1
2291,25,2,2,1,1
2292,23,1,1,0,0
2293,44,3,3,0,0
2294,65,1,1,0,0
2295,56,3,3,0,0
2296,35,0,0,1,1
2297,53,0,0,1,0
2298,43,0,0,0,0
2299,46,3,1,0,1
2300,20,0,0,1,1
2301,22,3,3,1,1
2302,42,0,0,0,0
2303,53,0,0,1,1
2304,56,0,0,0,0
2305,45,3,3,0,0
2306,26,1,1,1,1
2307,40,0,0,0,0
2308,35,2,0,0,0
2309,26,1,1,1,1
2310,30,0,0,0,0
2311,40,1,0,0,0
2312,55,3,3,0,0
2313,30,0,0,0,0
2314,83,0,0,1,1
2315,56,1,3,0,0
2316,2,3,2,1,1
2317,76,1,1,0,0
2318,23,4,4,1,1
2319,27,0,0,1,1
2320,52,0,0,0,0
2321,50,0,0,0,0
2322,47,0,0,0,0
2323,30,0,0,1,1
2324,31,1,0,0,0
2325,26,0,0,0,0
2326,35,1,3,1,1
2327,65,2,2,0,0
2328,36,0,0,1,1
2329,26,0,0,1,1
2330,15,0,0,1,0
2331,2,3,3,1,0
2332,26,1,1,0,0
2333,29,0,0,0,0
2334,31,0,0,0,0
2335,37,0,0,0,0
2336,54,1,1,0,0
2337,45,3,3,0,0
2338,22,2,2,1,1
2339,37,0,0,1,1
2340,24,1,3,0,0
2341,25,0,0,1,0
2342,63,0,0,0,0
2343,2,3,3,1,0
2344,29,4,0,1,1
2345,26,2,2,0,0
2346,69,3,0,0,0
2347,24,2,2,0,1
2348,27,3,1,0,0
2349,56,0,0,1,1
2350,26,3,1,1,1
2351,22,3,3,1,1
2352,4,2,2,1,0
2353,56,1,1,1,1
2354,80,0,0,1,1
2355,26,2,0,0,0
2356,36,1,1,1,1
2357,9,0,0,1,1
2358,28,4,0,0,0
2359,1,0,0,1,0
2360,38,1,1,1,1
2361,45,3,1,0,0
2362,9,0,0,0,0
2363,28,2,2,1,1
2364,28,3,3,1,1
2365,26,3,3,0,0
2366,28,3,3,1,1
2367,26,1,3,1,1
2368,29,3,1,0,0
2369,58,1,0,0,0
2370,28,2,2,1,1
2371,8,4,0,1,1
2372,1,0,0,1,1
2373,41,1,1,1,1
2374,27,3,3,0,0
2375,40,3,3,0,0
2376,35,4,0,0,0
2377,28,1,1,0,0
2378,26,3,0,1,1
2379,53,1,1,1,1
2380,46,4,0,0,0
2381,30,0,3,0,0
2382,66,3,0,0,0
2383,22,1,1,1,1
2384,24,1,1,1,1
2385,28,1,1,1,1
2386,39,0,0,1,1
2387,34,0,0,0,0
2388,56,0,0,0,0
2389,52,2,2,1,1
2390,37,0,0,1,1
2391,75,0,0,0,0
2392,35,3,3,0,0
2393,68,0,0,0,0
2394,82,3,1,0,0
2395,28,2,2,1,1
2396,35,1,1,0,0
2397,35,1,1,1,0
2398,24,2,2,1,1
2399,18,4,2,1,1
2400,31,1,1,1,1
2401,50,3,3,0,0
2402,12,0,0,1,1
2403,26,0,2,1,1
2404,32,1,1,0,0
2405,28,1,1,1,1
2406,61,0,0,0,0
2407,25,3,1,1,0
2408,35,3,3,1,1
2409,26,2,2,1,1
2410,70,3,1,0,0
2411,52,3,3,0,0
2412,31,0,0,1,1
2413,25,0,3,1,1
2414,85,0,0,0,0
2415,96,2,2,1,1
2416,56,0,0,0,0
2417,18,3,0,1,1
2418,42,1,1,0,0
2419,25,3,3,1,0
2420,32,1,1,1,1
2421,53,0,0,1,1
2422,45,1,1,0,0
2423,47,0,0,0,0
2424,18,0,0,1,1
2425,49,1,3,0,0
2426,3,3,3,0,0
2427,72,0,0,1,1
2428,37,0,0,0,0
2429,26,1,1,1,1
2430,8,0,0,1,1
2431,30,1,1,0,0
2432,12,0,0,1,1
2433,8,4,0,1,1
2434,1,2,2,0,0
2435,26,3,3,1,1
2436,28,1,1,0,0
2437,1,4,2,0,0
2438,69,0,0,0,0
2439,23,0,0,0,0
2440,4,3,1,1,1
2441,83,2,2,0,0
2442,50,0,0,0,0
2443,5,0,0,0,0
2444,4,4,1,1,1
2445,47,1,1,1,0
2446,8,0,0,1,1
2447,20,0,0,1,1
2448,42,3,3,1,1
2449,42,3,0,0,0
2450,41,1,1,0,1
2451,25,4,0,1,1
2452,9,1,1,0,1
2453,35,1,3,0,0
2454,66,0,0,1,1
2455,20,1,1,1,1
2456,8,0,0,1,1
2457,23,3,3,0,0
2458,59,0,0,0,0
2459,36,3,3,0,0
2460,23,0,0,1,1
2461,61,2,2,0,0
2462,71,0,0,1,1
2463,55,0,0,0,0
2464,78,2,0,0,0
2465,75,0,0,1,1
2466,45,0,0,1,1
2467,30,0,0,0,0
2468,29,0,1,0,0
2469,56,3,3,0,0
2470,31,2,2,1,1
2471,60,2,2,0,0
2472,14,3,4,0,0
2473,5,0,0,1,0
2474,54,3,3,1,1
2475,26,2,2,1,1
2476,2,3,0,0,0
2477,12,0,2,1,1
2478,32,1,0,0,0
2479,5,2,2,1,1
2480,10,0,0,1,1
2481,47,3,0,0,0
2482,25,1,1,0,0
2483,45,0,0,0,0
2484,20,0,0,1,1
2485,25,1,1,0,0
2486,73,0,0,1,1
2487,42,0,0,0,0
2488,11,3,3,0,0
2489,40,0,0,0,0
2490,30,2,0,0,0
2491,25,3,3,0,0
2492,29,1,1,0,0
2493,95,0,0,1,1
2494,61,0,0,0,0
2495,50,1,3,0,0
2496,61,0,0,1,1
2497,8,2,2,1,1
2498,25,1,1,1,1
2499,60,1,1,0,0
2500,42,1,1,0,0
2501,35,0,0,0,0
2502,26,0,0,0,1
2503,31,0,0,0,0
2504,26,1,1,0,0
2505,24,0,0,1,0
2506,8,0,0,1,1
2507,42,0,0,1,1
2508,21,1,1,0,0
2509,22,1,2,1,1
2510,30,1,1,0,0
2511,3,4,2,0,0
2512,1,2,2,0,0
2513,50,4,0,0,0
2514,32,4,0,1,1
2515,2,2,2,1,0
2516,4,0,0,0,0
2517,16,0,0,0,1
2518,33,0,0,1,1
2519,18,0,0,1,1
2520,80,0,0,1,1
2521,10,0,0,0,0
2522,28,3,3,0,0
2523,24,1,1,0,0
2524,46,0,0,1,1
2525,56,0,0,1,1
2526,26,0,0,1,1
2527,22,4,3,1,1
2528,57,0,0,0,0
2529,27,0,0,1,1
2530,15,3,3,0,0
2531,51,0,0,0,0
2532,82,0,0,0,0
2533,14,0,2,1,1
2534,60,0,0,0,0
2535,25,1,1,0,0
2536,45,0,0,0,0
2537,27,1,1,1,1
2538,59,2,2,1,1
2539,53,0,0,0,0
2540,34,0,0,1,1
2541,28,1,1,0,0
2542,30,2,2,1,1
2543,63,0,1,0,0
2544,45,3,3,0,0
2545,27,1,1,1,1
2546,2,2,2,0,0
2547,40,0,0,1,1
2548,35,0,0,0,0
2549,63,0,0,0,0
2550,33,0,0,0,0
2551,54,0,0,0,0
2552,16,0,0,1,1
2553,70,3,0,1,0
2554,34,1,2,1,1
2555,26,2,2,1,0
2556,66,3,0,0,0
2557,23,0,0,0,0
2558,52,3,3,0,0
2559,69,0,0,1,1
2560,28,0,3,1,1
2561,46,4,3,0,0
2562,89,0,0,0,0
2563,39,0,0,1,1
2564,26,3,0,0,0
2565,26,1,3,1,1
2566,29,4,0,1,1
2567,62,0,0,0,0
2568,39,4,0,1,1
2569,6,3,3,0,0
2570,3,1,1,1,0
2571,20,1,1,0,0
2572,9,0,0,0,1
2573,25,0,0,0,0
2574,30,2,2,0,0
2575,63,0,0,0,0
2576,14,1,1,1,1
2577,25,3,3,1,1
2578,26,0,0,1,1
2579,32,0,0,1,1
2580,28,0,0,0,0
2581,30,0,0,0,0
2582,70,0,0,1,1
2583,26,3,3,0,0
2584,28,1,1,0,0
2585,1,3,0,1,1
2586,50,3,3,0,0
2587,38,3,3,0,0
2588,8,0,2,1,1
2589,47,2,2,0,0
2590,53,0,0,0,0
2591,24,2,2,1,1
2592,46,3,2,0,0
2593,30,1,1,0,0
2594,35,0,0,0,1
2595,30,1,1,1,0
2596,4,0,0,0,1
2597,55,0,0,0,0
2598,17,0,0,1,1
2599,26,3,3,1,1
2600,2,0,2,1,1
2601,42,0,0,1,1
2602,49,0,0,0,0
2603,40,1,1,1,0
2604,26,1,0,1,1
2605,1,3,3,1,0
2606,21,2,2,0,0
2607,43,0,0,0,0
2608,2,0,0,0,1
2609,32,1,1,1,1
2610,40,0,0,1,1
2611,4,3,3,1,1
2612,29,2,2,1,1
2613,54,0,0,0,0
2614,49,0,0,1,1
2615,30,4,4,0,0
2616,49,0,0,1,1
2617,26,3,3,1,1
2618,27,2,2,1,1
2619,26,3,3,0,0
2620,22,3,3,1,1
2621,75,0,0,0,0
2622,25,0,0,0,0
2623,47,3,3,1,1
2624,26,4,3,1,1
2625,1,3,4,0,0
2626,29,1,1,0,0
2627,2,2,2,0,1
2628,40,0,0,1,1
2629,26,3,4,1,1
2630,54,0,0,1,1
2631,90,0,0,0,0
2632,25,0,0,1,1
2633,21,0,0,0,0
2634,51,3,0,0,0
2635,40,1,1,1,1
2636,50,0,0,0,0
2637,50,4,0,0,0
2638,21,1,1,1,1
2639,37,0,3,0,0
2640,25,0,0,1,1
2641,85,0,0,0,0
2642,9,2,2,0,1
2643,18,3,3,0,0
2644,20,2,1,1,1
2645,19,0,2,0,0
2646,39,0,0,0,0
2647,78,0,0,0,0
2648,26,0,0,0,0
2649,58,0,0,0,0
2650,42,3,0,0,0
2651,35,1,1,0,0
2652,1,2,2,1,0
2653,65,0,0,0,0
2654,25,1,1,0,0
2655,28,1,4,1,1
2656,4,3,3,1,1
2657,36,1,1,1,1
2658,35,3,3,0,0
2659,65,0,0,0,0
2660,1,2,2,1,0
2661,34,2,2,1,1
2662,28,0,3,0,0
2663,22,0,0,1,1
2664,26,1,1,0,0
2665,7,0,0,1,1
2666,2,2,2,0,0
2667,52,2,2,1,1
2668,32,0,0,1,1
2669,55,0,0,1,1
2670,90,2,0,1,0
2671,35,1,1,0,0
2672,37,1,1,0,0
2673,46,3,3,0,0
2674,40,0,0,0,0
2675,35,0,0,0,0
2676,49,0,0,0,0
2677,26,3,3,1,1
2678,65,0,0,0,0
2679,4,2,2,1,0
2680,1,2,2,0,0
2681,12,0,0,0,1
2682,1,2,4,1,0
2683,28,0,0,0,0
2684,75,0,0,0,0
2685,40,1,1,1,1
2686,34,0,0,0,0
2687,26,0,0,1,1
2688,1,3,3,1,0
2689,54,0,0,0,1
2690,38,1,0,1,1
2691,16,0,3,0,1
2692,40,3,3,1,1
2693,31,1,1,0,1
2694,1,2,2,1,0
2695,27,3,3,1,1
2696,24,2,2,0,0
2697,22,0,0,0,0
2698,43,0,0,0,0
2699,50,4,3,0,0
2700,24,3,3,1,1
2701,27,1,1,1,1
2702,2,2,2,1,0
2703,9,0,0,0,1
2704,45,3,3,0,0
2705,17,4,0,1,1
2706,1,4,3,0,1
2707,40,1,1,1,1
2708,52,0,0,1,1
2709,29,0,0,1,1
2710,26,4,0,1,1
2711,3,0,0,1,0
2712,67,0,0,0,0
2713,24,1,1,1,1
2714,14,0,0,1,1
2715,27,1,1,1,1
2716,4,2,2,1,0
2717,57,0,0,0,0
2718,58,0,0,1,1
2719,40,1,1,1,1
2720,49,3,3,1,1
2721,57,0,0,0,0
2722,35,0,0,1,1
2723,34,2,2,1,1
2724,2,2,2,1,1
2725,26,4,4,1,1
2726,5,3,3,1,1
2727,28,0,0,1,1
2728,25,3,3,1,1
2729,24,1,1,0,0
2730,4,0,3,1,1
2731,9,0,0,0,0
2732,16,0,0,1,1
2733,36,1,1,0,0
2734,29,3,1,0,0
2735,54,0,0,0,0
2736,24,1,1,1,1
2737,67,0,0,1,1
2738,26,4,0,1,1
2739,50,0,0,0,0
2740,22,0,0,1,1
2741,16,3,3,1,1
2742,40,1,1,1,0
2743,13,0,0,0,0
2744,29,0,0,0,0
2745,32,2,2,0,0
2746,26,2,2,1,1
2747,25,1,1,1,1
2748,43,0,0,0,0
2749,28,0,0,0,1
2750,48,0,0,0,0
2751,29,1,1,1,1
2752,10,0,0,0,1
2753,55,0,0,1,1
2754,24,1,1,1,1
2755,28,1,1,1,1
2756,55,3,1,0,0
2757,77,0,0,0,0
2758,2,4,2,0,1
2759,62,0,0,1,1
2760,37,1,1,1,1
2761,41,1,3,1,1
2762,4,0,0,0,0
2763,100,0,0,0,0
2764,26,3,3,0,0
2765,56,3,3,1,1
2766,26,3,3,1,1
2767,30,0,0,0,0
2768,70,0,0,0,0
2769,30,2,2,1,1
2770,34,3,3,1,1
2771,70,1,1,0,0
2772,50,0,0,0,0
2773,8,0,0,1,1
2774,3,2,2,0,0
2775,75,1,1,0,0
2776,25,0,0,1,1
2777,23,0,0,1,1
2778,38,1,1,0,0
2779,30,0,0,1,1
2780,52,1,1,1,1
2781,62,2,0,0,0
2782,30,3,0,0,0
2783,43,3,3,0,0
2784,26,0,0,1,1
2785,27,0,1,0,0
2786,28,1,1,1,1
2787,26,1,1,1,1
2788,55,0,0,1,1
2789,8,2,2,1,1
2790,50,0,0,1,1
2791,2,4,3,1,0
2792,55,0,0,0,0
2793,42,1,1,1,1
2794,37,0,0,1,1
2795,49,3,3,1,1
2796,30,2,2,0,0
2797,28,0,0,1,1
2798,28,2,2,0,0
2799,56,0,0,1,1
2800,17,4,3,1,1
2801,54,3,3,0,0
2802,26,3,3,0,0
2803,34,0,0,1,1
2804,2,2,2,0,0
2805,18,0,0,1,1
2806,7,0,0,0,1
2807,29,4,3,0,0
2808,9,0,0,0,0
2809,54,3,3,0,0
2810,26,3,0,1,1
2811,45,0,3,1,1
2812,31,3,3,0,0
2813,56,0,0,1,1
2814,29,4,0,1,1
2815,4,0,0,1,1
2816,30,1,1,0,0
2817,16,0,0,0,1
2818,35,1,1,1,0
2819,17,1,1,1,1
2820,16,4,4,1,1
2821,34,0,0,1,1
2822,30,0,0,0,0
2823,35,2,2,0,0
2824,84,0,0,1,1
2825,48,0,0,1,1
2826,39,4,0,0,0
2827,25,3,1,1,1
2828,55,3,3,0,0
2829,24,0,0,1,1
2830,32,2,2,0,0
2831,61,1,1,1,1
2832,4,1,1,0,1
2833,23,0,0,0,0
2834,30,3,3,1,1
2835,1,0,0,1,1
2836,26,2,2,1,1
2837,24,0,3,1,1
2838,25,4,4,1,1
2839,26,1,1,0,0
2840,36,0,0,0,0
2841,29,1,1,0,0
2842,62,2,2,0,0
2843,41,0,0,0,0
2844,1,4,1,1,1
2845,27,3,1,1,1
2846,88,0,0,1,1
2847,26,2,2,1,1
2848,50,3,0,0,0
2849,26,3,0,1,1
2850,29,4,1,0,0
2851,55,1,1,0,0
2852,36,2,2,1,1
2853,34,3,3,1,1
2854,45,1,1,1,1
2855,68,0,0,0,0
2856,26,3,3,0,0
2857,26,2,2,1,1
2858,52,2,1,0,0
2859,27,3,0,1,1
2860,2,4,2,1,0
2861,20,3,3,0,0
2862,70,0,0,0,0
2863,26,2,2,1,1
2864,29,3,3,1,1
2865,25,0,1,0,0
2866,23,2,2,1,1
2867,1,4,0,1,1
2868,44,0,1,0,0
2869,35,1,1,1,1
2870,24,2,2,1,1
2871,32,3,3,0,0
2872,26,4,0,0,0
2873,32,0,0,1,1
2874,4,0,0,1,0
2875,32,0,0,0,0
2876,45,3,3,1,0
2877,31,1,1,0,0
2878,58,0,0,0,0
2879,40,1,1,0,0
2880,23,0,0,0,0
2881,64,0,0,0,0
2882,16,0,0,0,0
2883,29,0,0,1,1
2884,33,4,0,0,0
2885,50,0,0,0,0
2886,37,0,0,1,1
2887,18,4,0,1,1
2888,66,3,3,0,0
2889,75,0,0,0,0
2890,9,0,0,0,0
2891,21,3,3,0,0
2892,7,4,0,1,1
2893,1,0,0,1,1
2894,23,4,4,1,1
2895,46,2,2,0,0
2896,29,1,1,1,1
2897,81,0,0,0,0
2898,51,0,3,0,0
2899,29,3,0,0,0
2900,26,3,0,0,0
2901,55,3,0,1,0
2902,60,0,0,1,1
2903,26,1,2,0,0
2904,36,0,0,0,0
2905,25,3,3,0,0
2906,58,0,0,0,0
2907,50,0,0,1,1
2908,1,3,3,1,1
2909,22,4,3,1,1
2910,42,1,1,0,0
2911,32,0,0,0,0
2912,26,0,4,1,1
2913,26,3,3,0,0
2914,24,3,3,0,0
2915,40,0,2,1,1
2916,36,1,1,0,0
2917,45,0,0,0,0
2918,25,0,0,0,0
2919,2,4,0,1,1
2920,32,1,1,1,1
2921,37,0,0,0,0
2922,26,0,0,1,1
2923,21,0,0,1,1
2924,2,3,1,0,1
2925,46,1,3,1,1
2926,48,0,0,1,0
2927,22,2,2,1,1
2928,3,2,2,0,0
2929,26,0,0,0,0
2930,24,0,0,1,1
2931,26,0,2,1,0
2932,53,0,0,0,0
2933,1,0,0,1,1
2934,26,1,1,0,0
2935,17,3,3,1,1
2936,50,0,0,0,0
2937,53,0,0,1,1
2938,24,3,0,0,0
2939,29,1,1,0,0
2940,26,0,0,0,0
2941,60,0,0,1,1
2942,15,1,1,1,1
2943,41,0,0,1,1
2944,24,4,0,1,1
2945,21,0,0,0,0
2946,26,0,0,1,1
2947,29,0,0,1,1
2948,45,3,3,0,0
2949,26,1,1,0,0
2950,26,0,0,1,1
2951,35,0,3,0,0
2952,26,0,0,0,1
2953,61,0,0,0,0
2954,26,0,2,1,1
2955,27,1,1,1,1
2956,8,0,0,1,1
2957,61,0,0,0,0
2958,26,0,0,0,0
2959,34,3,3,1,1
2960,31,2,2,1,1
2961,33,0,0,1,1
2962,30,2,1,1,1
2963,85,0,0,1,1
2964,80,2,2,0,0
2965,54,1,1,0,0
2966,75,0,0,1,1
2967,12,4,4,1,1
2968,21,3,3,1,1
2969,68,0,0,0,0
2970,26,2,2,1,1
2971,5,0,0,0,1
2972,24,0,3,0,0
2973,3,2,2,1,1
2974,18,0,1,1,1
2975,4,0,0,1,1
2976,31,0,0,0,0
2977,16,2,2,0,1
2978,26,1,1,1,1
2979,24,3,0,0,0
2980,12,0,0,1,1
2981,26,2,0,1,1
2982,7,0,0,1,1
2983,85,1,0,0,0
2984,12,3,3,1,1
2985,17,1,3,0,1
2986,26,4,0,1,1
2987,40,0,0,0,0
2988,23,3,3,1,1
2989,30,0,0,0,0
2990,16,0,2,0,0
2991,1,2,2,1,0
2992,73,2,2,0,0
2993,62,1,3,0,0
2994,26,0,0,1,1
2995,75,0,0,0,0
2996,60,0,0,1,1
2997,3,0,0,0,0
2998,27,2,2,0,0
2999,35,0,0,0,0
3000,24,2,2,1,1
3001,5,0,0,1,1
3002,47,0,0,0,0
3003,27,2,2,1,1
3004,26,1,1,1,1
3005,65,0,0,0,0
3006,62,0,0,1,1
3007,26,1,3,1,1
3008,29,3,3,0,0
3009,52,4,3,0,0
3010,20,4,4,1,1
3011,24,1,1,0,0
3012,33,3,3,0,0
3013,17,1,1,1,1
3014,27,0,0,0,0
3015,26,3,3,0,0
3016,45,0,0,0,0
3017,34,0,3,0,0
3018,16,3,1,0,0
3019,31,3,0,0,0
3020,29,1,1,0,0
3021,42,0,0,0,0
3022,38,4,0,1,1
3023,7,0,0,1,1
3024,26,3,3,0,0
3025,28,4,4,1,1
3026,30,0,0,1,1
3027,26,2,2,1,1
3028,42,3,3,0,0
3029,5,2,2,1,1
3030,27,1,0,0,0
3031,38,0,0,1,1
3032,28,3,3,0,0
3033,42,1,0,1,1
3034,27,1,1,1,0
3035,30,2,1,0,0
3036,26,0,0,1,1
3037,40,0,0,0,0
3038,75,0,0,0,0
3039,1,1,3,1,1
3040,29,1,1,1,1
3041,1,2,2,0,0
3042,1,4,0,0,1
3043,25,3,3,1,1
3044,32,3,0,0,0
3045,88,0,0,1,1
3046,61,3,3,0,0
3047,26,2,2,0,0
3048,52,3,3,0,0
3049,23,0,0,0,0
3050,26,0,4,1,1
3051,36,1,3,0,0
3052,25,0,0,1,1
3053,3,0,0,1,0
3054,4,0,0,0,0
3055,24,2,2,1,1
3056,30,0,0,0,0
3057,48,1,1,0,0
3058,40,1,1,1,1
3059,50,3,3,0,0
3060,23,2,2,1,1
3061,40,3,3,1,1
3062,14,0,0,1,1
3063,3,4,0,1,1
3064,1,2,2,0,1
3065,49,0,0,1,1
3066,22,3,3,1,1
3067,14,0,0,1,1
3068,51,0,0,0,0
3069,25,1,1,0,0
3070,30,1,1,0,0
3071,45,0,0,0,0
3072,14,0,2,0,0
3073,44,0,0,0,0
3074,79,0,0,0,0
3075,21,2,2,1,1
3076,30,1,1,1,1
3077,27,1,1,1,1
3078,53,0,0,0,0
3079,86,2,2,1,0
3080,35,0,0,0,0
3081,15,0,0,0,0
3082,58,0,0,0,0
3083,4,4,3,1,1
3084,54,0,0,0,0
3085,32,1,1,0,0
3086,26,0,0,0,0
3087,28,3,2,1,1
3088,38,1,1,0,0
3089,24,2,2,1,1
3090,36,0,0,0,0
3091,80,2,1,0,1
3092,23,2,2,1,1
3093,58,0,0,0,0
3094,36,1,1,0,0
3095,25,2,2,1,0
3096,44,0,0,0,0
3097,30,0,0,1,1
3098,42,0,0,1,1
3099,36,0,0,0,0
3100,21,2,2,1,1
3101,30,0,0,0,0
3102,18,0,3,1,1
3103,39,0,0,0,0
3104,34,1,1,0,0
3105,36,1,1,0,0
3106,40,0,1,0,0
3107,39,0,0,0,0
3108,25,0,0,0,0
3109,25,0,0,0,0
3110,85,2,0,1,0
3111,27,1,2,0,0
3112,15,0,0,1,1
3113,10,0,0,1,1
3114,35,1,1,0,0
3115,27,4,0,0,0
3116,1,3,2,1,0
3117,1,2,2,0,0
3118,26,0,0,0,0
3119,2,2,2,0,0
3120,7,0,0,1,1
3121,26,0,2,0,0
3122,26,2,2,0,0
3123,32,1,0,1,1
3124,35,0,0,1,1
3125,36,0,0,0,0
3126,2,4,1,1,0
3127,62,0,0,1,1
3128,27,4,3,0,0
3129,35,1,1,1,1
3130,31,0,2,1,1
3131,33,4,0,1,1
3132,32,1,1,1,1
3133,25,4,0,1,1
3134,45,0,3,0,0
3135,1,2,2,0,0
3136,41,1,1,0,0
3137,58,3,3,0,0
3138,26,1,2,1,1
3139,28,3,3,0,0
3140,56,0,0,0,0
3141,24,3,3,0,0
3142,55,0,1,0,0
3143,24,3,3,1,1
3144,12,2,2,1,0
3145,18,0,0,1,1
3146,26,3,0,1,0
3147,67,0,0,0,0
3148,28,4,0,0,0
3149,11,0,0,0,1
3150,11,2,2,1,0
3151,26,0,2,0,0
3152,28,2,2,1,1
3153,26,4,3,1,1
3154,31,1,1,0,0
3155,45,0,0,0,0
3156,34,1,1,1,1
3157,25,3,3,1,1
3158,1,2,2,0,1
3159,26,1,1,0,0
3160,1,2,2,1,0
3161,46,3,0,1,1
3162,17,0,0,0,0
3163,7,0,0,1,1
3164,28,4,0,1,1
3165,26,0,0,1,0
3166,27,1,1,0,0
3167,22,1,1,0,0
3168,16,0,0,0,0
3169,55,4,0,0,0
3170,26,0,0,1,1
3171,26,1,1,0,0
3172,25,2,2,1,1
3173,52,0,0,1,1
3174,34,0,0,0,0
3175,48,1,1,1,1
3176,1,2,2,0,0
3177,32,1,0,1,1
3178,40,0,4,0,0
3179,27,0,0,1,1
3180,40,0,0,0,0
3181,23,2,2,1,1
3182,67,0,0,1,0
3183,90,0,0,1,1
3184,18,1,2,0,0
3185,36,0,0,1,1
3186,55,0,0,0,0
3187,35,4,3,0,0
3188,73,1,1,0,0
3189,35,3,3,0,0
3190,1,3,3,0,0
3191,25,4,0,1,1
3192,60,0,0,1,1
3193,35,0,0,0,0
3194,7,0,0,1,1
3195,35,0,0,0,0
3196,21,4,0,1,1
3197,26,2,2,1,1
3198,50,3,3,0,0
3199,29,1,1,0,0
3200,1,2,2,0,0
3201,23,0,1,1,1
3202,21,0,0,0,0
3203,6,2,2,1,1
3204,1,2,2,0,0
3205,18,0,0,1,1
3206,27,4,0,1,1
3207,28,1,1,1,1
3208,3,0,0,1,0
3209,1,3,3,1,1
3210,58,0,0,1,1
3211,26,4,0,1,1
3212,26,0,0,0,0
3213,37,0,0,0,0
3214,1,4,4,1,0
3215,42,3,0,1,1
3216,32,2,2,1,1
3217,1,2,2,0,0
3218,28,0,0,0,0
3219,28,3,3,1,1
3220,64,0,0,1,1
3221,27,2,2,1,1
3222,10,1,4,1,0
3223,28,1,1,0,0
3224,23,3,3,0,0
3225,25,2,2,1,1
3226,30,2,0,1,1
3227,89,3,1,0,0
3228,29,1,1,0,0
3229,73,3,3,0,0
3230,44,2,0,0,0
3231,61,0,0,0,0
3232,7,3,3,1,1
3233,24,2,2,1,1
3234,28,1,3,0,0
3235,41,2,2,0,0
3236,26,0,0,1,1
3237,2,0,0,0,0
3238,29,4,4,1,1
3239,50,3,0,0,0
3240,26,0,0,1,1
3241,38,0,0,0,0
3242,43,3,3,0,0
3243,35,0,3,1,1
3244,27,2,2,1,1
3245,40,3,3,0,0
3246,45,0,0,0,0
3247,40,1,1,0,0
3248,45,0,0,0,1
3249,45,1,1,0,0
3250,90,0,0,1,1
3251,26,0,0,1,1
3252,43,0,0,0,0
3253,61,0,0,0,0
3254,45,0,0,1,1
3255,21,0,0,1,1
3256,24,2,2,1,1
3257,35,1,1,0,0
3258,63,0,0,0,0
3259,53,0,0,0,0
3260,29,2,2,1,1
3261,25,2,2,1,1
3262,36,0,0,0,0
3263,38,4,0,1,1
3264,24,1,1,1,1
3265,58,0,0,0,0
3266,21,2,2,1,1
3267,56,3,3,0,0
3268,29,1,1,1,1
3269,27,0,0,0,0
3270,31,0,0,0,1
3271,34,0,0,0,0
3272,38,0,0,0,1
3273,55,0,0,0,0
3274,20,0,0,1,1
3275,28,1,1,0,0
3276,36,1,1,0,0
3277,51,0,0,0,0
3278,26,0,0,0,0
3279,26,0,0,0,1
3280,34,0,0,0,0
3281,24,0,0,1,1
3282,26,2,2,0,0
3283,26,1,0,1,1
3284,35,4,0,1,1
3285,8,1,1,0,1
3286,10,0,0,1,1
3287,24,3,3,1,0
3288,28,3,2,1,1
3289,25,0,0,1,1
3290,31,1,1,1,1
3291,55,0,0,0,0
3292,37,0,0,0,0
3293,32,1,1,1,1
3294,35,0,0,0,0
3295,43,0,0,0,0
3296,28,1,0,0,0
3297,70,0,0,0,0
3298,3,2,2,1,1
3299,32,3,2,1,1
